filename,filepath,song_name,artist_name,title,artist,album,id3_genre,subgenre,label,duration_s
03 - Heropanti - Raat Bhar [DJMaza.Info].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 - Heropanti - Raat Bhar [DJMaza.Info].mp3,Raat Bhar,Arijit Singh,Raat Bhar - DJMaza.Info,Arijit Singh & Shreya Ghoshal,Heropanti (2014),Bollywood Music,bollywood_pop,bollywood,325.6
03 - Maa(dailymaza.com)_1467786338943.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 - Maa(dailymaza.com)_1467786338943.mp3,Maa,Shankar Mahadevan,Maa - WapKing.site,Shankar Mahadevan,Daav Thai Gayo Yaar,Gujarati,gujarati/garba,bollywood,277.0
03 - Main Jo (Nayantara) NH10.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 - Main Jo (Nayantara) NH10.mp3,Main Jo,Nayantara Bhatkal,Main Jo - FreshMaza.Info,"Nayantara Bhatkal, Savera Mehta - FreshMaza.Info",NH10 - FreshMaza.Info,Bollywood,bollywood_pop,bollywood,163.1
03 - Ra.One - Criminal [www.DJMaza.Com].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 - Ra.One - Criminal [www.DJMaza.Com].mp3,Criminal,Akon,Criminal - www.DJMaza.Com,"Akon, Vishal Dadlani & Shruti Pathak",Ra.One (2011),Bollywood Music,bollywood_pop,bollywood,306.5
03 - Tere Naina(MyMp3Song.Com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 - Tere Naina(MyMp3Song.Com).mp3,Tere Naina(MyMp3Song.Com,03 - Tere Nain,,03 - Tere Nain,http://MyMp3Song.Com,Club,bollywood_pop,bollywood,10.0
03 Aaj Raat Ka Scene (Jazbaa) (SongsMp3.Com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 Aaj Raat Ka Scene (Jazbaa) (SongsMp3.Com).mp3,"Aaj Raat Ka Scene (From ""Jazbaa"") | SongsMp3.Com",Shraddha Pandit,"Aaj Raat Ka Scene (From ""Jazbaa"") | SongsMp3.Com",Shraddha Pandit & Badshah,"Aaj Raat Ka Scene (From ""Jazbaa"") |  SongsMp3.Com",Bollywood,hindi_hiphop,bollywood,210.1
03 Chhote Chhote Peg - Yo Yo Honey Singh 320Kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 Chhote Chhote Peg - Yo Yo Honey Singh 320Kbps.mp3,Chhote Chhote Peg,Yo Yo Honey Singh,Chhote Chhote Peg - PagalWorld.info,"Yo Yo Honey Singh, Neha Kakkar, Navraj Hans - PagalWorld.info",Sonu Ke Titu Ki Sweety - PagalWorld.info,Bollywood,hindi_hiphop,bollywood,204.2
03 lekar hum deewana dil - www.downloadming.com.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03 lekar hum deewana dil - www.downloadming.com.mp3,lekar hum deewana dil,www.downloadming.com,,www.downloadming.com,Yaadon Ki Baaraat (1973),www.downloadming.com,bollywood_pop,bollywood,355.1
03_20buddhu_20sa_20mann_20-_20armaan_20malik_20-_20190kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/03_20buddhu_20sa_20mann_20-_20armaan_20malik_20-_20190kbps.mp3,Buddhu Sa Mann,Amaal Mallik,Buddhu Sa Mann - PagalWorld.cool,"Amaal Mallik , Armaan Malik (PagalWorld.cool)",Kapoor & Sons (Since 1921) - PagalWorld.cool,Bollywood,bollywood_pop,bollywood,206.9
04 - Bom Diggy Diggy - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04 - Bom Diggy Diggy - DownloadMing.SE.mp3,Bom Diggy Diggy,Zack Knight,Bom Diggy Diggy -  DownloadMing.SE,"Zack Knight, Jasmin Walia",Sonu Ke Titu Ki Sweety (2018),DownloadMing.SE,hindi_hiphop,bollywood,238.9
04 - Love Is A Waste Of Time.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04 - Love Is A Waste Of Time.mp3,Love Is A Waste Of Time,Sonu Nigam,Love Is A Waste Of Time - DJMaza.Info,Sonu Nigam & Shreya Ghoshal,PK (2014),Bollywood Music,bollywood_pop,bollywood,270.1
04 - Nachde Ne Saare - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04 - Nachde Ne Saare - DownloadMing.SE.mp3,Nachde Ne Saare,Jasleen Royal,Nachde Ne Saare -  DownloadMing.SE,"Jasleen Royal, Harshdeep Kaur & Siddharth Mahadevan",Baar Baar Dekho (2016),DownloadMing.SE,bollywood_pop,bollywood,194.9
04 - Tumse Hi Tumse.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04 - Tumse Hi Tumse.mp3,Tumse Hi Tumse,Caralisa Monteiro,04 - Tumse Hi Tumse - www.downloadming.com,Caralisa Monteiro & Shekhar Ravjiani,Anjana Anjani (2010),www.downloadming.com,bollywood_pop,bollywood,263.3
04 Aaja - Nucleya (SongsMp3.Com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04 Aaja - Nucleya (SongsMp3.Com).mp3,Aaja,Nucleya,Aaja - SongsMp3.Com,"Nucleya , Avneet Khurmi , Guri Gangsta",Bass Rani - SongsMp3.Com,EDM,indian_edm,bollywood,271.3
04 Judaai - Badlapur [Arijit Singh].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04 Judaai - Badlapur [Arijit Singh].mp3,Judaai,Rekha Bhardwaj,Judaai - PagalWorld.com,Rekha Bhardwaj & Arijit Singh,Badlapur (2015),Other,bollywood_pop,bollywood,271.4
04 aap ke kamre mein - www.downloadming.com.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04 aap ke kamre mein - www.downloadming.com.mp3,aap ke kamre mein,www.downloadming.com,,www.downloadming.com,Yaadon Ki Baaraat (1973),www.downloadming.com,bollywood_pop,bollywood,524.9
04_20roke_20na_20ruke_20naina_20_28arijit_20singh_29_20190kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/04_20roke_20na_20ruke_20naina_20_28arijit_20singh_29_20190kbps.mp3,Roke Na Ruke Naina,Arijit Singh,Roke Na Ruke Naina - PagalWorld.com,Arijit Singh - PagalWorld.com,Badrinath Ki Dulhania - PagalWorld.me,Bollywood,bollywood_pop,bollywood,278.5
05 - Airlift - Soch Na Sake (Version 2) [DJMaza.Info].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 - Airlift - Soch Na Sake (Version 2) [DJMaza.Info].mp3,Soch Na Sake (Version 2,Arijit Singh,Soch Na Sake (Version 2) - DJMaza.Info,Arijit Singh,Airlift (2015),Soundtrack,bollywood_pop,bollywood,281.2
05 - Cutiepie - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 - Cutiepie - DownloadMing.SE.mp3,Cutiepie,Pritam,Cutiepie -  DownloadMing.SE,"Pritam, Pardeep Singh Sran & Nakash Aziz",Ae Dil Hai Mushkil - Deluxe Edition (2016),DownloadMing.SE,bollywood_pop,bollywood,231.6
05 - Humsafar - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 - Humsafar - DownloadMing.SE.mp3,Humsafar,Akhil Sachdeva,Humsafar -  DownloadMing.SE,Akhil Sachdeva,Badrinath Ki Dulhania (2017),DownloadMing.SE,bollywood_pop,bollywood,268.5
05 - JKLS - Mashup (Jayantabhai Ki Luv Story) [MP3Khan.Com].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 - JKLS - Mashup (Jayantabhai Ki Luv Story) [MP3Khan.Com].mp3,Mashup (Jayantabhai Ki Luv Story) - MP3Khan.Com,DJ Kiran Kamath,Mashup (Jayantabhai Ki Luv Story) - MP3Khan.Com,DJ Kiran Kamath & Atif Aslam,Jayantabhai Ki Luv Story (2013),Bollywood Music,remix/mashup,bollywood,197.4
05 - Main Tera Boyfriend - Raabta [DJMaza.Life].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 - Main Tera Boyfriend - Raabta [DJMaza.Life].mp3,Main Tera Boyfriend,Arjit Singh,Main Tera Boyfriend - DJMaza.Life,"Arjit Singh, Neha Kakkar",Raabta,Bollywood Music,bollywood_pop,bollywood,276.2
05 - ZNMD - Der Lagi Lekin [www.DJMaza.Com].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 - ZNMD - Der Lagi Lekin [www.DJMaza.Com].mp3,Der Lagi Lekin,Shankar Mahadevan,Der Lagi Lekin - www.DJMaza.Com,Shankar Mahadevan,Zindagi Na Milegi Dobara (2011),Bollywood Music,bollywood_pop,bollywood,357.3
05 Beat Pe Booty (A Flying Jatt).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 Beat Pe Booty (A Flying Jatt).mp3,Beat Pe Booty,Sachin Sanghvi,Beat Pe Booty - SongsMp3.Net,"Sachin Sanghvi, Jigar Saraiya, Vayu",A Flying Jatt (2016) - SongsMp3.Net,Bollywood,bollywood_pop,bollywood,197.6
05 Rahat Fateh Ali Khan - Rabba - MAIN AUR MRS KHANNA.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05 Rahat Fateh Ali Khan - Rabba - MAIN AUR MRS KHANNA.mp3,Rabba,Rahat Fateh Ali Khan,Rabba,"Rahat Fateh Ali Khan, Kailash Kher","Aahat - The Collection Of Rahat Fateh Ali Khan, Kailash Kher",Soundtrack,sufi/qawwali,bollywood,313.1
05. Maa Ka Phone.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/05. Maa Ka Phone.mp3,Maa Ka Phone,Priya Panchal,Maa Ka Phone - DownloadMing.SE,"Priya Panchal, Mauli Dave",Khoobsurat (2014),DownloadMing.SE,bollywood_pop,bollywood,247.6
06 - Alizeh - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/06 - Alizeh - DownloadMing.SE.mp3,Alizeh,Pritam,Alizeh -  DownloadMing.SE,"Pritam, Arijit Singh, Ash King & Shashwat Singh",Ae Dil Hai Mushkil - Deluxe Edition (2016),DownloadMing.SE,bollywood_pop,bollywood,282.4
06 - Kala Chashma - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/06 - Kala Chashma - DownloadMing.SE.mp3,Kala Chashma,Amar Arshi,Kala Chashma -  DownloadMing.SE,"Amar Arshi, Badshah & Neha Kakkar",Baar Baar Dekho (2016),DownloadMing.SE,hindi_hiphop,bollywood,187.1
06 Binte Dil - Padmaavat (Arijit Singh) 320Kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/06 Binte Dil - Padmaavat (Arijit Singh) 320Kbps.mp3,Binte Dil,Arijit Singh,Binte Dil - PagalWorld.info,Arijit Singh - PagalWorld.info,Padmaavat - PagalWorld.info,Bollywood,bollywood_pop,bollywood,192.9
06_-_Naina_-_www_songsfarm_info.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/06_-_Naina_-_www_songsfarm_info.mp3,Naina,Sona Mohapatra,Naina - www.songsfarm.info,"Sona Mohapatra, Armaan Malik",Khoobsurat (2014),www.songsfarm.info,bollywood_pop,bollywood,225.3
07 - Dilwale - Theme of Dilwale (DJ Chetas Mix) [DJMaza.Info].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/07 - Dilwale - Theme of Dilwale (DJ Chetas Mix) [DJMaza.Info].mp3,Theme of Dilwale (DJ Chetas Mix,Pritam,Theme of Dilwale (DJ Chetas Mix) - DJMaza.Info,Pritam & Arijit Singh,Dilwale (2015),Bollywood Music,remix/mashup,bollywood,222.0
07 Dance Like a Chammiya (Sunidhi Chauhan) - Happy New Year 190Kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/07 Dance Like a Chammiya (Sunidhi Chauhan) - Happy New Year 190Kbps.mp3,Dance Like a Chammiya,Sunidhi Chauhan,Dance Like a Chammiya - PagalWorld.com,"Sunidhi Chauhan , PagalWorld.com",Happy New Year - PagalWorld.com,Bollywood Music,bollywood_pop,bollywood,211.9
09 - Aaj Jane Ki Zid Na Karo - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/09 - Aaj Jane Ki Zid Na Karo - DownloadMing.SE.mp3,Aaj Jane Ki Zid Na Karo,Pritam,Aaj Jane Ki Zid Na Karo -  DownloadMing.SE,Pritam & Shilpa Rao,Ae Dil Hai Mushkil - Deluxe Edition (2016),DownloadMing.SE,bollywood_pop,bollywood,171.5
09 - BM - Fitoori [DJMaza.Info].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/09 - BM - Fitoori [DJMaza.Info].mp3,Fitoori,Vaishali Made,Fitoori - DJMaza.Info,"Vaishali Made, Ganesh Chandanshive, Aishwarya Bhandari, Geetikka Manjrekar, Kanika Joshi, Mayur Sakhare, Shreyas Puranik, Maneesh Singh, Vivek Naik & Devendra Chitnis",Bajirao Mastani (2015),Soundtrack,devotional/folk,bollywood,235.3
106 Dhokha Dhadi.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/106 Dhokha Dhadi.mp3,Dhokha Dhadi,Arijit Singh,,Arijit Singh,R.. Rajkumar (2013),SPECIAL EFFECTS,bollywood_pop,bollywood,249.0
11 - Mere Sapno Ki Rani (Sanam Puri) [PagalWorld.com].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/11 - Mere Sapno Ki Rani (Sanam Puri) [PagalWorld.com].mp3,Mere Sapno Ki Rani (DM Unreleased,Sanam Puri,Mere Sapno Ki Rani (DM Unreleased) - www.PagalWorld.com,Sanam Puri - www.PagalWorld.com,Latest DJ Mixes (Jan-Feb 2015) - PagalWorld.com,Bollywood Remixes/Singles,remix/mashup,bollywood,234.6
AUD-20160204-WA0002.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/AUD-20160204-WA0002.mp3,O Ri Chiraiya (Satyamev Jayate,Swanand Kirkire,O Ri Chiraiya (Satyamev Jayate) - www.MyMp3Song.com,Swanand Kirkire,Satyamev Jayate,pop,bollywood_pop,bollywood,197.1
AUD-20160910-WA0014.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/AUD-20160910-WA0014.mp3,Phir Mujhe Dil Se Pukar Tu (RoyalJatt.Com,Mohit Gaur (RoyalJatt.Com,Phir Mujhe Dil Se Pukar Tu (RoyalJatt.Com),Mohit Gaur (RoyalJatt.Com),Phir Mujhe Dil Se Pukar Tu (RoyalJatt.Com),(Single_Hindi RoyalJatt.Com),bollywood_pop,bollywood,336.0
Aa Soni Kudi Nachle Na - Guru Randhawa-(Mr-Song.Com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Aa Soni Kudi Nachle Na - Guru Randhawa-(Mr-Song.Com).mp3,Aa Soni Kudi Nachle Na - Guru Randhawa-(Mr-Song.Com,Guru Randhawa,Aa Soni Kudi Nachle Na - Guru Randhawa-(Mr-Song.Com),"Guru Randhawa,Neeti Mohan,",Latest 2017 Single Mp3 [Mr-Song.Com],Club,punjabi_pop,bollywood,220.6
Aaj Ibaadat.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Aaj Ibaadat.mp3,Aaj Ibaadat @ IndiaMp3.Com,Javed Bashir,Aaj Ibaadat @ IndiaMp3.Com,"Javed Bashir, Shadab Faridi, Altamash Faridi, Shashi Suman & Shreyas Puranik",Bajirao Mastani (2015),Bollywood Music,bollywood_pop,bollywood,284.6
Aap_Ki_Nazron_Ne_Samjha_Sanam[ListenVid.com].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Aap_Ki_Nazron_Ne_Samjha_Sanam[ListenVid.com].mp3,Aap_Ki_Nazron_Ne_Samjha_Sanam[ListenVid.com,,,,,,bollywood_pop,bollywood,214.0
Aaye Ho Meri Zindagi Mein Tum Bahaar Banke (Female) - (BossMp3.In).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Aaye Ho Meri Zindagi Mein Tum Bahaar Banke (Female) - (BossMp3.In).mp3,Aaye Ho Meri Zindagi Mein Tum Bahaar Banke (Female) (BossMp3.In,Alka Yagnik,Aaye Ho Meri Zindagi Mein Tum Bahaar Banke (Female) (BossMp3.In),Alka Yagnik,Raja Hindustani (1996) - BossMp3.In,www.BossMp3.In,bollywood_pop,bollywood,362.1
Agar Tum Saath Ho-Maahi Ve - DJMaza.Life - 320Kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Agar Tum Saath Ho-Maahi Ve - DJMaza.Life - 320Kbps.mp3,Agar Tum Saath Ho-Maahi Ve,Jubin Nautiyal,Agar Tum Saath Ho-Maahi Ve - DJMaza.Life,"Jubin Nautiyal, Prakriti Kakar",T-Series Mixtape,Bollywood Music,bollywood_pop,bollywood,272.9
Agnee theme song for splitsvilla.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Agnee theme song for splitsvilla.mp3,01,Track,01,Track,,,bollywood_pop,bollywood,199.2
Akh Lad Jaave - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Akh Lad Jaave - DownloadMing.SE.mp3,Akh Lad Jaave,Badshah,Akh Lad Jaave -  DownloadMing.SE,"Badshah, Asees Kaur, Jubin Nautiyal & Tanishk Bagchi",Loveratri (2018),DownloadMing.SE,hindi_hiphop,bollywood,180.2
Bandook Meri Laila-(Mr-Jatt.com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Bandook Meri Laila-(Mr-Jatt.com).mp3,Bandook Meri Laila (Mr-Jatt.com,Ash King,Bandook Meri Laila (Mr-Jatt.com),"Ash King, Jigar Saraiya, Raftaar (Mr-Jatt.com)",Bandook Meri Laila (Mr-Jatt.com),,hindi_hiphop,bollywood,214.5
Besabriyaan(1).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Besabriyaan(1).mp3,Besabriyaan (Mr-Jatt.com,Armaan Malik (Mr-Jatt.com,Besabriyaan (Mr-Jatt.com),Armaan Malik (Mr-Jatt.com),MS Dhoni - The Untold Story (Jatt.fm),Hindi (Mr-Jatt.com),bollywood_pop,bollywood,256.3
Bolna  Remix -(Mr-Jatt.com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Bolna  Remix -(Mr-Jatt.com).mp3,Bolna (Remix) (Mr-Jatt.com,DJ Chetas (Mr-Jatt.com,Bolna (Remix) (Mr-Jatt.com),DJ Chetas (Mr-Jatt.com),Bolna (Remix) (Mr-Jatt.com),,remix/mashup,bollywood,224.4
Bolo Har Har Har.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Bolo Har Har Har.mp3,Bolo Har Har Har SongsMp3.Net,Mohit Chauhan,01 Bolo Har Har Har SongsMp3.Net,"Mohit Chauhan, Sukhwinder Singh,Badshah,Megha Sriram",Shivaay SongsMp3.Net,Bollywood,hindi_hiphop,bollywood,296.2
Daaru Party -Millind Gaba 128kbps-(HeroMaza.In).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Daaru Party -Millind Gaba 128kbps-(HeroMaza.In).mp3,Daaru Party -Millind Gaba-(HeroMaza.In,HeroMaza.In,Daaru Party -Millind Gaba 128kbps-(HeroMaza.In),HeroMaza.In,Karenge Daru Party Millind Gaba Mp3 Song Download - HeroMaza.In,HeroMaza.In,hindi_hiphop,bollywood,231.7
Daaru_Peeke_Dance_(Kuch_Kuch_Locha_Hai)-(FreshMaza.co).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Daaru_Peeke_Dance_(Kuch_Kuch_Locha_Hai)-(FreshMaza.co).mp3,Daaru_Peeke_Dance_(Kuch_Kuch_Locha_Hai)-(FreshMaza.co,www.FreshMaza.co,Daaru_Peeke_Dance_(Kuch_Kuch_Locha_Hai)-(FreshMaza.co),www.FreshMaza.co,Kuch Kuch Locha Hai - FreshMaza.co,Club,hindi_hiphop,bollywood,218.9
Dabangg-Mashup-DJ-CHETAS-(Pagalworld.Com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Dabangg-Mashup-DJ-CHETAS-(Pagalworld.Com).mp3,Dabangg Mashup DJ CHETAS pagalworld.com,pagalworld.com,Dabangg Mashup DJ CHETAS pagalworld.com,pagalworld.com,pagalworld.com,pagalworld.com,remix/mashup,bollywood,273.0
Daddy Mummy (Bhaag Johnny) -320Kbps [DJMaza.Info].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Daddy Mummy (Bhaag Johnny) -320Kbps [DJMaza.Info].mp3,Daddy Mummy,Devi Sri Prasad,Daddy Mummy - DJMaza.Info,"Devi Sri Prasad, M.M. Manasi",Bhaag Johnny - Singles,Bollywood Music,bollywood_pop,bollywood,265.2
Darkhaast.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Darkhaast.mp3,Darkhaast - feat. Arijit Singh (Shivaay,Arijit Singh,Darkhaast - feat. Arijit Singh (Shivaay) - SongsMp3.Net,"Arijit Singh , Sunidhi Chauhan",Darkhaast (Shivaay) - SongsMp3.Net,Bollywood,devotional/folk,bollywood,374.3
Daru Badnaam 320kbps - Songspkred.co.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Daru Badnaam 320kbps - Songspkred.co.mp3,Daru Badnaam,Param Singh,Daru Badnaam - Songspkred.co,"Param Singh, Kamal Kahlon - Songspkred.co",Daru Badnaam - Single,,hindi_hiphop,bollywood,185.4
Dekh Lena.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Dekh Lena.mp3,Dekh Lena SongsMp3.Net,Arijit Singh,Dekh Lena SongsMp3.Net,"Arijit Singh,  Tulsi Kumar,",Tum Bin 2 SongsMp3.Net,Soundtrack,bollywood_pop,bollywood,281.6
Dekha Hazaro Dafaa - Rustom (Arijit Singh) 320Kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Dekha Hazaro Dafaa - Rustom (Arijit Singh) 320Kbps.mp3,Dekha Hazaro Dafaa,Arijit Singh,Dekha Hazaro Dafaa - PagalWorld.com,"Arijit Singh , Palak Muchhal - PagalWorld.com",Rustom (2016) PagalWorld.com,Bollywood,bollywood_pop,bollywood,210.4
Dhaakad (Dangal).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Dhaakad (Dangal).mp3,Dhaakad (Dangal,Raftaar,Dhaakad (Dangal) - SongsMp3.Net,"Raftaar , Pritam","Dhaakad (From ""Dangal"") - SongsMp3.Net",Bollywood,hindi_hiphop,bollywood,176.7
Dholida - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Dholida - DownloadMing.SE.mp3,Dholida,Udit Narayan,Dholida -  DownloadMing.SE,"Udit Narayan, Neha Kakkar, Palak Muchhal, Raja Hasan",Loveratri (2018),DownloadMing.SE,gujarati/garba,bollywood,216.3
Dil Chori - Yo Yo Honey Singh 320Kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Dil Chori - Yo Yo Honey Singh 320Kbps.mp3,Dil Chori (PagalWorld.com,Yo Yo Honey Singh,Dil Chori (PagalWorld.com),"Yo Yo Honey Singh, Simar Kaur , Ishers",Sonu Ke Titu Ki Sweety (PagalWorld.com),Bollywood,hindi_hiphop,bollywood,226.3
Ek Do Teen - Baaghi 2-(Mr-Song.Com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Ek Do Teen - Baaghi 2-(Mr-Song.Com).mp3,Ek Do Teen - Baaghi 2-(Mr-Song.Com,Shreya Ghoshal,Ek Do Teen - Baaghi 2-(Mr-Song.Com),"Shreya Ghoshal,",Baaghi 2 (2018) [Mr-Song.Com],Club,bollywood_pop,bollywood,243.7
Ghoomar (Padmavati) -320Kbps [DJMaza.Info].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Ghoomar (Padmavati) -320Kbps [DJMaza.Info].mp3,Ghoomar,Shreya Ghoshal,Ghoomar - DJMaza.Info,"Shreya Ghoshal, Swaroop Khan",Padmavati,Bollywood Music,bollywood_pop,bollywood,282.0
HEERO_vs_NAGIN_vs_HORN_(BEND_PARTY_MIX_)_DJ_ANANT_.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/HEERO_vs_NAGIN_vs_HORN_(BEND_PARTY_MIX_)_DJ_ANANT_.mp3,HEERO_vs_NAGIN_vs_HORN_(BEND_PARTY_MIX_)_DJ_ANANT_,,HEERO_vs_NAGIN_vs_HORN_(BEND_PARTY_MIX_)_DJ_ANANT_,,,,bollywood_pop,bollywood,309.0
HOR_5055462986275_01_001.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/HOR_5055462986275_01_001.mp3,HOR_5055462986275_01_001,,,,,,bollywood_pop,bollywood,220.0
Hawa Hawa (Mubarakan)-320Kbps(MixMusic.in).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Hawa Hawa (Mubarakan)-320Kbps(MixMusic.in).mp3,Hawa Hawa (Mubarakan)  - (MixMusic.In,Prakriti Kakar,Hawa Hawa (Mubarakan) - 320Kbps  - (MixMusic.In),"Prakriti Kakar, Mika Singh",Mubarakan (2017) - MixMusic.In,MixMusic.In,bollywood_pop,bollywood,272.1
Hoton Se Chholo Tum-Jagjit SinghRaag.Me.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Hoton Se Chholo Tum-Jagjit SinghRaag.Me.mp3,Hoton Se Chholo Tum    ::www.RAAG.ME::,Jagjit Singh,Hoton Se Chholo Tum    ::www.RAAG.ME::,Jagjit Singh,Prem Geet    ::www.RAAG.ME::,Hindi Movies,ghazal,bollywood,293.1
